Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,Flow Pattern
0.01967,0.05439,0.001,0.00002,1000,1.8,0.07,30,0.051,I
0.01189,0.05243,0.001,0.00002,1000,1.8,0.07,30,0.051,I
0.00863,0.05218,0.001,0.00002,1000,1.8,0.07,30,0.051,I
0.0051,0.05254,0.001,0.00002,1000,1.8,0.07,30,0.051,I
0.00387,0.05467,0.001,0.00002,1000,1.8,0.07,30,0.051,I
0.00218,0.05501,0.001,0.00002,1000,1.8,0.07,30,0.051,I
0.0022,0.033,0.001,0.00002,1000,1.8,0.07,30,0.051,I
2.81016,0.01535,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
2.7415,0.02452,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
2.60918,0.03696,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
2.60918,0.05904,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
2.60991,0.09159,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
2.54615,0.15745,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
2.54686,0.24787,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
2.81332,0.3845,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
4.08513,0.23694,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
4.08513,0.37301,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
4.18861,0.62266,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
3.98533,1.00946,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
3.98645,1.54361,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
3.98645,2.50216,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1.70822,0.01471,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.7087,0.0225,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.5473,0.03701,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.62623,0.06178,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.62669,0.09172,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.62714,0.15536,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.66836,0.241,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.58784,0.38504,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.62852,0.61501,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.54991,0.99705,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.67024,1.56942,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
2.30759,1.56832,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
2.30759,2.50533,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.51247,2.54472,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.59007,4.06452,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.59052,6.30585,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.96765,6.50021,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
2.42598,3.82993,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.61891,9.94534,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.42635,10.1003,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.25312,10.4101,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.16185,9.97193,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.15404,15.4687,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.10355,15.941,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.10874,10.2764,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.05994,15.7251,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.0374,15.9724,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.02513,15.5231,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.01529,15.9993,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.98799,0.0154,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.63121,0.01542,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.3933,0.015,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.24513,0.01502,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.15661,0.01504,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.10256,0.01484,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1.03955,0.09184,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.63209,0.09609,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.41406,0.09342,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.24562,0.09495,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.14935,0.0979,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.09544,0.09659,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.01014,0.01609,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00153,0.01504,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00968,0.09036,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.0015,0.09083,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.99077,1.02778,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.09574,0.98924,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00973,0.99467,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00147,0.97024,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00953,9.88264,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00954,16.2486,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00381,25.2441,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00159,9.77353,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00159,15.1545,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00256,15.3647,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.0039,16.0421,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00641,16.2623,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.0025,24.8953,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00156,23.8474,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
0.00148,39.2033,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.00232,39.1758,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.00391,39.1373,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.00611,38.5423,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.00611,24.8534,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.00955,25.1981,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.01457,25.1804,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.0098,39.0768,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.01532,40.2077,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.02395,40.1738,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.03653,39.5631,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.06004,39.5297,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.09863,39.4909,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.15812,40.6337,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.23528,41.203,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.37707,41.1683,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.02277,25.5296,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.03742,25.8836,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.06151,25.8582,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.10107,25.8364,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.16203,25.8146,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.24097,16.3885,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.41616,16.3701,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.60396,16.3586,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.99216,10.3824,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.99244,16.3425,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.96874,26.8847,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1.01815,41.0989,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.60447,42.3538,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.63494,25.7494,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
0.39608,25.7711,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1.51375,10.6813,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
2.30889,6.3933,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
3.79404,4.0571,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
3.79404,6.38791,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
3.7951,10.2044,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
2.42394,0.63272,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
2.48534,1.02562,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
2.48814,10.213,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
2.55045,16.0782,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1.59141,16.3287,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1.59186,26.0845,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
2.42803,26.0661,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
2.48883,41.0297,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1.59186,40.4685,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
2.63794,0.02207,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
2.63423,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
4.28296,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
4.06423,0.05829,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
4.05881,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
4.15899,0.1433,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
4.15315,0.23714,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
4.04344,0.37855,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
4.14295,0.6043,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
4.13742,0.93057,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
5.32199,4.06794,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
0.00253,14.3301,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.0039,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.00618,14.3301,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.01032,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.01594,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.02462,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.04003,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.06508,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.10584,13.3352,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.17206,14.3301,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.25219,23.7137,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.16749,22.8757,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.09788,22.8757,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.0103,23.7137,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.0024,25.483,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
0.10248,0.01486,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00999,0.0154,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00232,0.01486,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00232,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00397,0.02207,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00598,0.02288,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01024,0.02288,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01541,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.02637,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.03871,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.06135,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.10499,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.1622,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.25708,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.42887,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.67968,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.04998,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.62212,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.66193,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.20209,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.07589,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.64497,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.4283,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.25027,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.16619,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.10758,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.0645,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.03866,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.02568,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.015,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01022,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00613,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00387,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00244,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00237,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01021,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.10745,0.05829,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.42773,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.6608,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.04725,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.61791,0.05829,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.63053,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.62758,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.74474,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.0731,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.10197,0.08977,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01046,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00243,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00243,0.14855,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01018,0.15399,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.10447,0.1433,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.04453,0.15399,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.65551,0.15399,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.6237,0.15399,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.55421,0.23714,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.65354,0.23714,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.61763,0.36517,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.73801,0.37855,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.1042,0.36517,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01042,0.37855,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00249,0.36517,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00242,0.93057,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.09874,0.96466,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.69221,0.58294,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.68186,0.58294,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.67791,0.96466,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.6749,1.48551,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.67114,2.45824,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.66795,3.78552,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.59711,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.66084,9.64662,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.65747,15.3993,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
2.65374,25.483,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.68557,2.37137,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.6832,3.92419,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.72474,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.67895,9.64662,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.67671,15.3993,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.71773,26.4165,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.03663,2.28757,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.08959,3.78552,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.08829,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.05924,10,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.1135,15.3993,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1.14075,25.483,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.67105,2.37137,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.10636,2.28757,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00235,2.45824,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00392,2.37137,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00606,2.37137,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01037,2.37137,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00247,3.78552,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00402,3.78552,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00605,3.78552,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01035,3.78552,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01683,3.65174,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.02408,3.78552,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.03916,3.92419,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.06368,3.65174,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.1009,3.92419,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.1559,3.78552,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00234,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00391,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00636,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01034,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01557,6.26434,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.02405,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.03911,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.06198,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.10609,5.82942,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.15975,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00246,9.30572,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00401,9.30572,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.00669,9.30572,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01033,9.30572,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.01595,9.30572,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.02402,9.30572,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.03906,9.30572,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.05882,9.64662,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.10327,9.30572,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.15953,9.30572,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.25287,8.97687,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.27265,15.3993,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.42122,14.8551,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.42063,24.5824,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
0.6839,25.483,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
4.19658,0.39454,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
3.76494,0.65704,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
3.94421,1.04603,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
4.00584,1.66532,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
4.00584,2.49686,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
4.00584,4.09617,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
4.32876,6.82144,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
2.5551,0.24413,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
2.5551,0.1604,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
2.59502,0.10228,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
2.59502,0.07577,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
1.68108,0.07135,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
1.60468,0.04759,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
2.40144,0.04415,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
2.59502,0.02858,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
1.68108,0.03034,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
1.62975,0.01795,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
2.51578,0.0185,0.001,0.00002,1000,1.8,0.07,-90,0.051,DB
0.39749,0.01768,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.24201,0.0185,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.14508,0.01795,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.1,0.01878,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.01024,0.01795,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.00266,0.01878,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.00262,0.10539,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.00977,0.10382,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.09399,0.10228,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.15437,0.10228,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.2458,0.10075,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.39137,0.10228,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.39137,0.06925,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.39137,0.04904,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.39137,0.02901,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.37942,0.1604,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.39137,0.24413,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.39137,0.41894,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.5857,0.39454,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.59485,0.65704,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.36218,0.64725,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.38535,1.01511,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.59485,1.01511,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.25354,1.01511,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.15923,1.04603,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.10476,1.03046,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.00947,1.04603,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.00262,1,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.57669,1.7683,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.62318,2.5346,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.62318,4.41521,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.63292,6.42418,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.5857,10.86,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.59485,17.2896,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.59485,25.5368,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.36218,10.539,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.36784,18.0854,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.39749,27.1159,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.25354,27.1159,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.24964,17.8162,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.25354,10.2276,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.14508,10.539,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.14508,17.0322,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.14285,25.9227,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.10476,26.3145,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.1,18.3588,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.09399,10.86,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.01008,10.3821,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.00992,16.5288,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.00918,27.1159,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.00287,10.2276,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.00287,17.2896,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.00278,27.9418,0.001,0.00002,1000,1.8,0.07,-90,0.051,A
0.60415,0.01768,0.001,0.00002,1000,1.8,0.07,-90,0.051,I
0.64281,0.02945,0.001,0.00002,1000,1.8,0.07,-90,0.051,I
0.64281,0.04618,0.001,0.00002,1000,1.8,0.07,-90,0.051,I
0.65285,0.07135,0.001,0.00002,1000,1.8,0.07,-90,0.051,I
0.90413,0.06821,0.001,0.00002,1000,1.8,0.07,-90,0.051,I
0.66305,0.10539,0.001,0.00002,1000,1.8,0.07,-90,0.051,I
1.00778,0.09925,0.001,0.00002,1000,1.8,0.07,-90,0.051,I
1.07227,0.15802,0.001,0.00002,1000,1.8,0.07,-90,0.051,I
